web-scraper-order,web-scraper-start-url,product_name,test_methodology,price,price-href,release_year,neutral_sound,wireless_gaming,headphone_type,comfort,weight,controls_rating,os_compatibility,controls_ease_of_use,breathability,portability,build_quality,frequency_response_consistency,frc_std,peaks_dips,imaging,battery,app_support,ios_support,android_support,macos_support,windows_support,bluetooth_rating,bluetooth_version,latency_aptx,latency_sbc,aac_support,brand_name
"1702359442-193","https://www.rtings.com/headphones/tools/table/126803","SteelSeries Arctis 7X Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B08SMLT3N4?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2020","7.5","7.8","Over-ear","7.5","0.78 lbs","7.8","Not OS specific","Good","6.5","5.5","8.0","5.5","1.17 dB","7.0","8.3","8.9","7.5","No","No","Yes","Yes","0.0","No Bluetooth","N/A","N/A","","SteelSeries"
"1702359442-194","https://www.rtings.com/headphones/tools/table/126803","Google Pixel Buds 2020 Truly Wireless","v1.5","SEARCH","https://www.amazon.com/s?k=Google+Pixel+Buds+2&tag=rtings-20&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2020","7.3","5.7","In-ear","7.5","0.02 lbs","6.9","Not OS specific","Great","9.2","9.3","7.5","9.1","0.18 dB","8.5","8.5","5.9","6.5","No","Yes","No","No","6.6","5.0","N/A","370 ms","","Google"
"1702359442-195","https://www.rtings.com/headphones/tools/table/126803","Logitech G735 Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B08VFCH2HS?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2022","7.0","7.6","Over-ear","7.5","0.59 lbs","5.4","Not OS specific","Decent","","5.7","8.0","5.3","1.51 dB","6.3","8.0","8.9","8.5","No","No","Yes","Yes","8.4","Unspecified","N/A","252 ms","","Logitech"
"1702359442-196","https://www.rtings.com/headphones/tools/table/126803","SteelSeries Arctis 7P+ Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B0B2QK1R89?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2021","7.2","7.6","Over-ear","7.5","0.78 lbs","7.3","Not OS specific","Good","","5.8","8.0","5.4","1.32 dB","7.4","8.1","9.3","7.5","No","No","Yes","Yes","0.0","No Bluetooth","N/A","N/A","","SteelSeries"
"1702359442-197","https://www.rtings.com/headphones/tools/table/126803","Sony INZONE H7 Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B0B1S4RXQB?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2022","7.0","7.1","Over-ear","7.0","0.71 lbs","7.4","Not OS specific","Decent","","5.2","7.0","5.9","0.97 dB","6.5","9.0","8.9","7.5","No","No","No","Yes","8.5","5.0","N/A","210 ms","","Sony"
"1702359442-198","https://www.rtings.com/headphones/tools/table/126803","Sennheiser MOMENTUM True Wireless 2","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B085LVV8R7?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2020","6.7","5.4","In-ear","6.5","0.03 lbs","7.7","Not OS specific","Good","9.2","9.3","8.0","8.8","0.25 dB","6.8","8.3","5.3","6.5","Yes","Yes","No","No","6.9","5.1","320 ms","395 ms","","Sennheiser"
"1702359442-199","https://www.rtings.com/headphones/tools/table/126803","TREBLAB Z7 Pro Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B08V1VKMLS?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2021","6.4","5.1","Over-ear","7.5","0.54 lbs","7.7","Not OS specific","Good","","6.3","7.5","7.9","0.41 dB","6.6","8.1","8.4","0.0","No","No","No","No","8.2","5.0","218 ms","228 ms","","TREBLAB"
"1702359442-200","https://www.rtings.com/headphones/tools/table/126803","Sony WF-1000XM3 Truly Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B07T81554H?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2019","7.5","5.9","In-ear","7.0","0.04 lbs","6.3","Not OS specific","Good","9.1","9.3","8.0","9.6","0.09 dB","8.5","9.2","6.9","8.5","Yes","Yes","No","No","7.7","5.0","N/A","227 ms","","Sony"
"1702359442-201","https://www.rtings.com/headphones/tools/table/126803","JBL LIVE 300TWS Truly Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B085J23QT6?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2020","7.3","5.9","In-ear","7.5","0.03 lbs","7.1","Not OS specific","Good","9.2","9.2","7.5","9.9","0.03 dB","8.6","8.8","6.1","8.0","Yes","Yes","No","No","6.7","5.0","N/A","376 ms","","JBL"
"1702359442-202","https://www.rtings.com/headphones/tools/table/126803","Ultimate Ears FITS Truly Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B08L9HCY2Q?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2020","6.8","5.7","Earbuds","8.0","0.03 lbs","6.6","Not OS specific","Good","9.2","9.3","7.5","6.7","0.69 dB","6.3","8.1","6.5","8.0","Yes","Yes","No","No","6.8","5.0","282 ms","281 ms","","Ultimate Ears"
"1702359442-203","https://www.rtings.com/headphones/tools/table/126803","JBL TUNE 750BTNC Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B0818P1Q7L?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2020","7.7","5.3","Over-ear","6.5","0.49 lbs","7.1","Not OS specific","Good","6.5","5.9","6.5","7.7","0.46 dB","7.9","8.4","7.3","0.0","No","No","No","No","8.3","4.2","N/A","122 ms","","JBL"
"1702359442-204","https://www.rtings.com/headphones/tools/table/126803","Razer Opus X Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B095VKNN6D?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2021","7.7","5.8","Over-ear","7.5","0.6 lbs","7.7","Not OS specific","Good","5.6","5.9","7.5","6.4","0.78 dB","7.6","8.7","8.8","7.0","Yes","Yes","No","No","7.1","5.0","N/A","188 ms","","Razer"
"1702359442-205","https://www.rtings.com/headphones/tools/table/126803","FIIL T1X True Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B08CZG1C3N?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2019","7.2","5.7","In-ear","7.5","0.02 lbs","6.5","Not OS specific","Okay","9.2","9.4","7.5","9.8","0.04 dB","7.4","9.3","7.1","7.0","Yes","Yes","No","No","7.0","5.0","N/A","174 ms","","FIIL"
"1702359442-206","https://www.rtings.com/headphones/tools/table/126803","Sony WH-H910N/h.ear on 3 Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B081LFKKWR?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2020","7.3","5.8","Over-ear","7.5","0.54 lbs","7.7","Not OS specific","Good","","6.0","7.5","6.2","0.85 dB","6.9","7.8","8.5","7.5","Yes","Yes","No","No","7.8","5.0","N/A","206 ms","","Sony"
"1702359442-207","https://www.rtings.com/headphones/tools/table/126803","Skullcandy Dime True Wireless","v1.5","SEARCH","https://www.amazon.com/s?k=Skullcandy+Dime&tag=rtings-20&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2021","7.2","5.5","In-ear","6.5","0.02 lbs","6.6","Not OS specific","Decent","9.2","9.5","7.5","9.4","0.12 dB","8.0","5.7","5.6","4.0","Yes","Yes","No","No","6.7","5.0","N/A","243 ms","","Skullcandy"
"1702359442-208","https://www.rtings.com/headphones/tools/table/126803","Sony WF-SP800N Truly Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B087NHB75D?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2020","6.7","5.7","In-ear","7.5","0.04 lbs","6.3","Not OS specific","Good","9.2","9.4","7.5","9.5","0.1 dB","8.5","9.1","7.2","7.5","Yes","Yes","No","No","6.9","5.0","N/A","298 ms","","Sony"
"1702359442-209","https://www.rtings.com/headphones/tools/table/126803","Cowin Apex Elite Truly Wireless","v1.5","SEARCH","https://www.amazon.com/s?k=Cowin+Apex+Elite&tag=rtings-20&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2021","6.1","5.0","In-ear","7.5","0.02 lbs","6.3","Not OS specific","Good","9.2","9.5","7.0","9.0","0.21 dB","5.5","9.3","7.5","0.0","No","No","No","No","7.0","5.0","N/A","244 ms","","Cowin"
"1702359442-210","https://www.rtings.com/headphones/tools/table/126803","Wyze Buds Pro Truly Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B09DSXD2SL?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2021","7.7","5.7","In-ear","7.0","0.02 lbs","6.2","Not OS specific","Decent","9.2","9.4","7.5","8.9","0.22 dB","8.5","7.4","5.8","7.0","Yes","Yes","No","No","6.6","5.0","N/A","265 ms","","Wyze"
"1702359442-211","https://www.rtings.com/headphones/tools/table/126803","Anker Soundcore Liberty Air 2 Pro Truly Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B08G4K8CY8?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2021","6.9","5.6","In-ear","7.0","0.02 lbs","7.2","Not OS specific","Decent","9.2","9.5","7.5","9.4","0.13 dB","6.7","8.5","5.4","8.0","Yes","Yes","No","No","7.1","5.0","N/A","215 ms","","Anker"
"1702359442-212","https://www.rtings.com/headphones/tools/table/126803","Corsair VIRTUOSO RGB Wireless XT","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B09BXZKNDB?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2021","6.6","7.1","Over-ear","7.0","0.85 lbs","7.0","Not OS specific","Good","6.6","5.9","8.0","5.4","1.35 dB","6.8","7.0","8.5","7.0","No","No","Yes","Yes","8.3","5.0","233 ms","228 ms","","Corsair"
"1702359442-213","https://www.rtings.com/headphones/tools/table/126803","Corsair Virtuoso RGB Wireless SE","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B07VSHL7V6?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2020","7.0","7.1","Over-ear","7.0","0.86 lbs","5.6","Not OS specific","Good","6.4","5.5","8.0","6.1","0.9 dB","6.6","8.0","7.9","7.0","No","No","Yes","Yes","0.0","No Bluetooth","N/A","N/A","","Corsair"
"1702359442-214","https://www.rtings.com/headphones/tools/table/126803","Sony WI-1000XM2 Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B083R2RDCN?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2020","7.0","5.7","In-ear","7.0","0.13 lbs","7.7","Not OS specific","Good","9.2","7.6","7.5","9.0","0.2 dB","7.9","7.0","6.9","8.0","Yes","Yes","No","No","8.9","5.0","N/A","200 ms","","Sony"
"1702359442-215","https://www.rtings.com/headphones/tools/table/126803","Skullcandy Hesh ANC Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B0CBLKS51N?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2020","6.9","5.2","Over-ear","7.0","0.5 lbs","7.7","Not OS specific","Good","6.3","6.1","6.5","7.5","0.5 dB","7.0","8.3","7.6","0.0","No","No","No","No","7.3","5.0","N/A","169 ms","","Skullcandy"
"1702359442-216","https://www.rtings.com/headphones/tools/table/126803","Plantronics RIG 800LX Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B075DQJTC6?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2018","8.1","7.6","Over-ear","7.5","0.7 lbs","6.0","Not OS specific","Good","6.8","5.6","7.0","7.6","0.47 dB","7.8","8.9","8.2","0.0","No","No","No","No","0.0","No Bluetooth","N/A","N/A","","Plantronics"
"1702359442-217","https://www.rtings.com/headphones/tools/table/126803","Turtle Beach Stealth 700 Wireless","v1.5","SEARCH","https://www.amazon.com/s?k=Turtle+Beach+Stealth+700&tag=rtings-20&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2018","7.1","7.2","Over-ear","7.0","0.6 lbs","7.7","Not OS specific","Decent","6.4","5.7","6.5","6.9","0.63 dB","7.6","8.5","7.5","6.5","Yes","Yes","Yes","Yes","8.4","4.0","N/A","173 ms","","Turtle Beach"
"1702359442-218","https://www.rtings.com/headphones/tools/table/126803","Mpow X6 Truly Wireless","v1.5","SEARCH","https://www.amazon.com/s?k=Mpow+X6&tag=rtings-20&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2021","6.4","5.3","In-ear","7.5","0.02 lbs","7.6","Not OS specific","Good","9.2","9.5","7.5","9.6","0.09 dB","7.7","8.9","5.7","0.0","No","No","No","No","7.0","5.1","N/A","272 ms","","Mpow"
"1702359442-219","https://www.rtings.com/headphones/tools/table/126803","Mpow X5 Truly Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B08GPC3VSP?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2020","6.7","5.4","In-ear","7.5","0.03 lbs","7.6","Not OS specific","Good","9.2","9.4","7.5","9.4","0.13 dB","7.0","9.4","6.2","0.0","No","No","No","No","7.0","5.0","N/A","230 ms","","Mpow"
"1702359442-220","https://www.rtings.com/headphones/tools/table/126803","SteelSeries Arctis 7P Wireless","v1.5","SEARCH","https://www.amazon.com/s?k=SteelSeries+Arctis+7P&tag=rtings-20&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2020","7.3","7.5","Over-ear","7.5","0.78 lbs","7.3","Not OS specific","Good","","5.8","8.0","5.3","1.87 dB","7.4","7.9","8.8","7.5","No","No","Yes","Yes","0.0","No Bluetooth","N/A","N/A","","SteelSeries"
"1702359442-221","https://www.rtings.com/headphones/tools/table/126803","Mpow MDots True Wireless","v1.5","SEARCH","https://www.amazon.com/s?k=Mpow+MDots&tag=rtings-20&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2020","6.8","5.1","In-ear","7.0","0.02 lbs","6.6","Not OS specific","Good","9.2","9.4","7.0","9.2","0.17 dB","7.7","9.1","4.9","0.0","No","No","No","No","6.5","5.0","N/A","334 ms","","Mpow"
"1702359442-222","https://www.rtings.com/headphones/tools/table/126803","Creative Outlier Air V2 True Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B08HVGCM1F?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2020","6.6","5.7","In-ear","7.5","0.03 lbs","6.8","Not OS specific","Good","9.2","9.3","7.5","9.3","0.15 dB","7.3","8.1","7.9","7.0","Yes","Yes","Yes","Yes","6.6","5.0","339 ms","408 ms","","Creative"
"1702359442-223","https://www.rtings.com/headphones/tools/table/126803","JBL Tune 125TWS Truly Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B088NGD49M?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2020","7.5","5.4","In-ear","7.0","0.02 lbs","5.6","Not OS specific","Good","9.2","9.3","7.0","9.0","0.21 dB","8.3","9.0","5.8","0.0","No","No","No","No","6.8","5.0","N/A","297 ms","","JBL"
"1702359442-224","https://www.rtings.com/headphones/tools/table/126803","Skullcandy Grind Fuel True Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B09HSLHBLS?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2021","7.1","5.7","In-ear","7.0","0.02 lbs","7.0","Not OS specific","Okay","","9.4","7.5","8.9","0.23 dB","7.5","8.9","7.7","8.0","Yes","Yes","No","No","6.7","5.2","N/A","239 ms","","Skullcandy"
"1702359442-225","https://www.rtings.com/headphones/tools/table/126803","TaoTronics SoundLiberty 94 Truly Wireless","v1.5","SEARCH","https://www.amazon.com/s?k=TaoTronics+SoundLiberty+94&tag=rtings-20&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2020","6.4","5.2","In-ear","7.0","0.02 lbs","7.6","Not OS specific","Decent","9.2","9.4","7.5","9.1","0.18 dB","7.2","8.9","6.6","0.0","No","No","No","No","7.3","5.1","N/A","169 ms","","TaoTronics"
"1702359442-226","https://www.rtings.com/headphones/tools/table/126803","JBL Endurance Peak True Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B07MGZCZSB?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2018","7.5","5.4","In-ear","6.5","0.05 lbs","6.0","Not OS specific","Subpar","9.2","9.2","7.5","8.8","0.24 dB","8.5","9.0","6.2","0.0","No","No","No","No","6.8","4.2","N/A","386 ms","","JBL"
"1702359442-227","https://www.rtings.com/headphones/tools/table/126803","JLab Audio JBuds Air ANC Truly Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B08LN1J229?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2020","6.8","5.3","In-ear","7.0","0.03 lbs","7.1","Not OS specific","Mediocre","9.2","9.4","7.5","9.1","0.18 dB","7.3","6.5","7.1","0.0","No","No","No","No","7.1","5.2","N/A","156 ms","","JLab Audio"
"1702359442-228","https://www.rtings.com/headphones/tools/table/126803","JLab Audio JBuds Air Truly Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B07HGL3J31?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2018","6.6","5.2","In-ear","7.0","0.02 lbs","6.3","Not OS specific","Mediocre","9.2","9.4","7.5","8.8","0.24 dB","8.1","9.2","5.1","0.0","No","No","No","No","7.0","5.0","N/A","341 ms","","JLab Audio"
"1702359442-229","https://www.rtings.com/headphones/tools/table/126803","Sennheiser HD 4.40 BT Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B01MSZSJE9?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2017","7.3","5.2","Over-ear","7.0","0.5 lbs","6.1","Not OS specific","Okay","6.7","6.5","7.0","6.3","0.81 dB","7.3","7.8","7.6","0.0","No","No","No","No","7.9","4.0","118 ms","131 ms","","Sennheiser"
"1702359442-230","https://www.rtings.com/headphones/tools/table/126803","Skullcandy Spoke True Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B08JCY3RZK?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2020","6.3","5.0","In-ear","6.0","0.02 lbs","6.5","Not OS specific","Decent","9.2","9.5","7.5","9.4","0.12 dB","7.3","9.1","6.1","0.0","No","No","No","No","6.7","5.0","N/A","266 ms","","Skullcandy"
"1702359442-231","https://www.rtings.com/headphones/tools/table/126803","OnePlus Buds Z Truly Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B08K9YT25X?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2020","6.3","5.5","In-ear","7.5","0.02 lbs","0.0","Not OS specific","No Controls","9.2","9.4","7.5","9.0","0.2 dB","8.5","8.8","6.5","N/A","No","No","No","No","7.2","5.0","N/A","150 ms","","OnePlus"
"1702359442-232","https://www.rtings.com/headphones/tools/table/126803","Cowin E7 Wireless","v1.5","SEARCH","https://www.amazon.com/s?k=Cowin+E7&tag=rtings-20&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2016","6.1","4.9","Over-ear","6.5","0.6 lbs","6.7","Not OS specific","Mediocre","6.8","6.0","6.5","8.4","0.31 dB","6.0","7.3","7.9","0.0","No","No","No","No","7.7","4.0","N/A","131 ms","","Cowin"
"1702359442-233","https://www.rtings.com/headphones/tools/table/126803","Skullcandy Hesh Evo Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B08G1YTQLM?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2020","6.7","5.2","Over-ear","7.0","0.47 lbs","6.8","Not OS specific","Good","6.8","6.1","6.5","6.7","0.7 dB","6.6","8.0","7.9","0.0","No","No","No","No","7.2","5.0","N/A","173 ms","","Skullcandy"
"1702359442-234","https://www.rtings.com/headphones/tools/table/126803","SoundPeats TrueFree 2 Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B081RVP56T?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2020","7.0","5.3","In-ear","7.0","0.02 lbs","6.4","Not OS specific","Decent","9.2","9.4","7.5","8.8","0.24 dB","7.3","8.9","5.9","0.0","No","No","No","No","6.9","5.0","N/A","316 ms","","SoundPeats"
"1702359442-235","https://www.rtings.com/headphones/tools/table/126803","Skullcandy Jib Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B06XX123SH?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2015","6.7","5.1","In-ear","7.0","0.05 lbs","5.2","Not OS specific","Good","9.2","8.8","6.0","9.6","0.08 dB","8.4","9.4","4.9","0.0","No","No","No","No","6.5","4.0","N/A","252 ms","","Skullcandy"
"1702359442-236","https://www.rtings.com/headphones/tools/table/126803","Sony WH-XB700 Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B07PGL8J8G?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2019","6.6","5.5","On-ear","7.0","0.43 lbs","6.8","Not OS specific","Decent","6.7","6.2","6.5","7.0","0.61 dB","7.0","8.7","7.4","7.0","Yes","Yes","No","No","7.9","4.2","173 ms","188 ms","","Sony"
"1702359442-237","https://www.rtings.com/headphones/tools/table/126803","Sennheiser CX 400BT True Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B08DCLRYWB?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2020","7.0","5.5","In-ear","6.5","0.03 lbs","6.9","Not OS specific","Good","9.2","9.3","8.0","8.8","0.24 dB","7.0","9.2","5.3","7.0","Yes","Yes","No","No","6.4","5.1","322 ms","335 ms","","Sennheiser"
"1702359442-238","https://www.rtings.com/headphones/tools/table/126803","SoundPeats TrueFree/True Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B07HK8F3PM?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2018","6.7","5.1","In-ear","7.0","0.02 lbs","5.1","Not OS specific","Decent","9.2","9.6","7.5","9.3","0.14 dB","7.6","8.8","5.7","0.0","No","No","No","No","6.7","5.0","N/A","283 ms","","SoundPeats"
"1702359442-239","https://www.rtings.com/headphones/tools/table/126803","Anker SoundCore Life P2 Truly Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B07SJR6HL3?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2019","7.1","5.3","In-ear","7.0","0.02 lbs","5.1","Not OS specific","Good","9.2","9.5","7.5","9.8","0.04 dB","8.1","9.3","6.2","0.0","No","No","No","No","7.1","5.0","319 ms","335 ms","","Anker"
"1702359442-240","https://www.rtings.com/headphones/tools/table/126803","ROCCAT Elo 7.1 Air Wireless","v1.5","SEE PRICE","http://www.amazon.com/gp/product/B08H4X3P62?tag=rtings-20&ie=UTF8&asc_campaign=&asc_source=&asc_refurl=https%3A%2F%2Fwww.rtings.com%2Fheadphones%2Ftools%2Ftable%2F126803","2020","7.7","7.3","Over-ear","7.0","0.77 lbs","6.2","PC/PS4","Good","","5.2","7.5","5.6","1.13 dB","7.3","8.3","8.0","8.0","No","No","No","Yes","0.0","No Bluetooth","N/A","N/A","","ROCCAT"
